subject,rating,whenRated
sub-NDARDY741VEB_ses-HBNsiteCBIC,2,Thu Apr 01 2021 22:57:37 GMT-0700 (Pacific Daylight Time)
sub-NDARKL327YDQ_ses-HBNsiteCBIC,1,Sat Mar 27 2021 15:00:35 GMT-0700 (Pacific Daylight Time)
sub-NDARBU928LV0_ses-HBNsiteRU,-1,Sat Mar 27 2021 22:48:13 GMT-0700 (Pacific Daylight Time)
sub-NDARZC058BA5_ses-HBNsiteCBIC,-2,Thu Apr 01 2021 22:58:10 GMT-0700 (Pacific Daylight Time)
sub-NDARTC527WPZ_ses-HBNsiteRU,-2,Fri Apr 02 2021 20:37:49 GMT-0700 (Pacific Daylight Time)
sub-NDARFM211KDJ_ses-HBNsiteCBIC,2,Sat Mar 27 2021 15:15:28 GMT-0700 (Pacific Daylight Time)
sub-NDARPH834YB1_ses-HBNsiteRU,2,Sun Mar 28 2021 15:31:31 GMT-0700 (Pacific Daylight Time)
sub-NDARTB755MF5_ses-HBNsiteRU,2,Tue Mar 30 2021 10:14:44 GMT-0700 (Pacific Daylight Time)
sub-NDAREZ416XDW_ses-HBNsiteCBIC,2,Thu Apr 01 2021 22:37:31 GMT-0700 (Pacific Daylight Time)
sub-NDARNJ950EFG_ses-HBNsiteCBIC,1,Fri Apr 02 2021 21:44:38 GMT-0700 (Pacific Daylight Time)
sub-NDARYG391PMU_ses-HBNsiteRU,-1,Sat Mar 27 2021 15:58:10 GMT-0700 (Pacific Daylight Time)
sub-NDARHT403JJJ_ses-HBNsiteCBIC,-2,Thu Apr 01 2021 22:25:55 GMT-0700 (Pacific Daylight Time)
sub-NDARUJ292JXV_ses-HBNsiteCBIC,2,Thu Apr 01 2021 23:06:15 GMT-0700 (Pacific Daylight Time)
sub-NDAREE015WGU_ses-HBNsiteCBIC,1,Sat Mar 27 2021 15:12:40 GMT-0700 (Pacific Daylight Time)
sub-NDARUR126CFH_ses-HBNsiteCBIC,2,Fri Apr 02 2021 21:42:37 GMT-0700 (Pacific Daylight Time)
sub-NDARGM269AVQ_ses-HBNsiteRU,-1,Fri Apr 02 2021 20:38:27 GMT-0700 (Pacific Daylight Time)
sub-NDARKV807EMJ_ses-HBNsiteCBIC,2,Sat Mar 27 2021 19:47:58 GMT-0700 (Pacific Daylight Time)
sub-NDARHW968ABB_ses-HBNsiteCBIC,-2,Sat Mar 27 2021 16:05:37 GMT-0700 (Pacific Daylight Time)
sub-NDARCD182XT1_ses-HBNsiteCUNY,2,Thu Apr 01 2021 22:52:16 GMT-0700 (Pacific Daylight Time)
sub-NDARLL790WLF_ses-HBNsiteRU,-2,Thu Apr 01 2021 23:07:24 GMT-0700 (Pacific Daylight Time)
sub-NDAREC277JCP_ses-HBNsiteRU,1,Thu Apr 01 2021 22:27:29 GMT-0700 (Pacific Daylight Time)
sub-NDARZR968TLL_ses-HBNsiteCUNY,-2,Sun Mar 28 2021 15:37:05 GMT-0700 (Pacific Daylight Time)
sub-NDARPL440BX5_ses-HBNsiteCUNY,2,Thu Apr 01 2021 22:49:43 GMT-0700 (Pacific Daylight Time)
sub-NDARDT499DWP_ses-HBNsiteRU,2,Thu Apr 01 2021 23:01:02 GMT-0700 (Pacific Daylight Time)
sub-NDARYZ909VND_ses-HBNsiteRU,-2,Sat Mar 27 2021 20:09:55 GMT-0700 (Pacific Daylight Time)
sub-NDARFU444HEF_ses-HBNsiteRU,2,Thu Apr 01 2021 23:04:37 GMT-0700 (Pacific Daylight Time)
sub-NDARLP246NT6_ses-HBNsiteRU,-2,Fri Apr 02 2021 20:52:27 GMT-0700 (Pacific Daylight Time)
sub-NDARGR893PUA_ses-HBNsiteCBIC,2,Sat Mar 27 2021 15:55:02 GMT-0700 (Pacific Daylight Time)
sub-NDARKM784VA7_ses-HBNsiteRU,0,Fri Apr 02 2021 21:46:14 GMT-0700 (Pacific Daylight Time)
sub-NDARUB231LHN_ses-HBNsiteRU,-2,Sat Mar 27 2021 19:46:50 GMT-0700 (Pacific Daylight Time)
sub-NDARFR873KZX_ses-HBNsiteRU,-2,Thu Apr 01 2021 23:16:29 GMT-0700 (Pacific Daylight Time)
sub-NDARJN531EN3_ses-HBNsiteRU,-2,Sun Mar 28 2021 15:20:23 GMT-0700 (Pacific Daylight Time)
sub-NDARFC694PW2_ses-HBNsiteCUNY,-1,Fri Apr 02 2021 20:35:31 GMT-0700 (Pacific Daylight Time)
sub-NDARMV274TAY_ses-HBNsiteRU,1,Sat Mar 27 2021 20:18:17 GMT-0700 (Pacific Daylight Time)
sub-NDARNF341BNN_ses-HBNsiteRU,2,Thu Apr 01 2021 22:43:44 GMT-0700 (Pacific Daylight Time)
sub-NDARAH304ED7_ses-HBNsiteRU,-1,Fri Apr 02 2021 20:41:05 GMT-0700 (Pacific Daylight Time)
sub-NDARFJ000DCY_ses-HBNsiteCBIC,2,Fri Apr 02 2021 20:54:20 GMT-0700 (Pacific Daylight Time)
sub-NDARDE319VD1_ses-HBNsiteCBIC,2,Sat Mar 27 2021 15:22:12 GMT-0700 (Pacific Daylight Time)
sub-NDARTJ862ENU_ses-HBNsiteCBIC,2,Sat Mar 27 2021 15:11:49 GMT-0700 (Pacific Daylight Time)
sub-NDARCU865PBV_ses-HBNsiteRU,2,Sat Mar 27 2021 14:46:39 GMT-0700 (Pacific Daylight Time)
sub-NDARUT018UYN_ses-HBNsiteRU,2,Thu Apr 01 2021 22:50:38 GMT-0700 (Pacific Daylight Time)
sub-NDARBG574KF4_ses-HBNsiteRU,-2,Mon Mar 29 2021 14:57:01 GMT-0700 (Pacific Daylight Time)
sub-NDAREK801BPB_ses-HBNsiteRU,-2,Tue Mar 30 2021 10:13:47 GMT-0700 (Pacific Daylight Time)
sub-NDAREM757NBG_ses-HBNsiteCBIC,2,Thu Apr 01 2021 22:41:11 GMT-0700 (Pacific Daylight Time)
sub-NDARFX508WPN_ses-HBNsiteRU,2,Thu Apr 01 2021 22:58:36 GMT-0700 (Pacific Daylight Time)
sub-NDARUL636NGK_ses-HBNsiteRU,-1,Sun Mar 28 2021 15:19:41 GMT-0700 (Pacific Daylight Time)
sub-NDARRL685WB7_ses-HBNsiteRU,-2,Fri Apr 02 2021 20:32:33 GMT-0700 (Pacific Daylight Time)
sub-NDARHD017XEU_ses-HBNsiteCBIC,0,Fri Apr 02 2021 20:54:54 GMT-0700 (Pacific Daylight Time)
sub-NDARCW946WNE_ses-HBNsiteRU,2,Thu Apr 01 2021 22:51:45 GMT-0700 (Pacific Daylight Time)
sub-NDARFR445XKP_ses-HBNsiteCBIC,2,Sun Mar 28 2021 15:35:22 GMT-0700 (Pacific Daylight Time)
sub-NDARNV570NHA_ses-HBNsiteRU,-2,Fri Apr 02 2021 21:43:43 GMT-0700 (Pacific Daylight Time)
sub-NDARFM229HHA_ses-HBNsiteCBIC,1,Thu Apr 01 2021 22:55:24 GMT-0700 (Pacific Daylight Time)
sub-NDARTL084LYM_ses-HBNsiteRU,-2,Sun Mar 28 2021 20:39:50 GMT-0700 (Pacific Daylight Time)
sub-NDARPL479LHN_ses-HBNsiteRU,-1,Sun Mar 28 2021 21:27:21 GMT-0700 (Pacific Daylight Time)
sub-NDARKR391CMV_ses-HBNsiteRU,1,Sat Mar 27 2021 14:58:41 GMT-0700 (Pacific Daylight Time)
sub-NDARRX800KW8_ses-HBNsiteCBIC,2,Fri Apr 02 2021 21:40:40 GMT-0700 (Pacific Daylight Time)
sub-NDARUT470BM4_ses-HBNsiteRU,2,Sat Mar 27 2021 15:01:15 GMT-0700 (Pacific Daylight Time)
sub-NDARZE963MEU_ses-HBNsiteCBIC,2,Sat Mar 27 2021 19:48:39 GMT-0700 (Pacific Daylight Time)
sub-NDARPH474YF3_ses-HBNsiteCBIC,-2,Thu Apr 01 2021 22:39:32 GMT-0700 (Pacific Daylight Time)
sub-NDARAC857HDB_ses-HBNsiteCBIC,-2,Sat Mar 27 2021 14:57:18 GMT-0700 (Pacific Daylight Time)
sub-NDARAV187GJ5_ses-HBNsiteCBIC,1,Sat Mar 27 2021 22:29:09 GMT-0700 (Pacific Daylight Time)
sub-NDARRZ927VC3_ses-HBNsiteRU,-1,Sat Mar 27 2021 22:46:23 GMT-0700 (Pacific Daylight Time)
sub-NDARDE877RFH_ses-HBNsiteCBIC,2,Thu Apr 01 2021 22:42:06 GMT-0700 (Pacific Daylight Time)
sub-NDARCJ330NBP_ses-HBNsiteRU,1,Fri Apr 02 2021 20:42:52 GMT-0700 (Pacific Daylight Time)
sub-NDARFU916UZY_ses-HBNsiteCBIC,-1,Sat Mar 27 2021 14:49:34 GMT-0700 (Pacific Daylight Time)
sub-NDARND697FLK_ses-HBNsiteRU,-1,Tue Mar 30 2021 10:20:18 GMT-0700 (Pacific Daylight Time)
sub-NDARNX477HZ4_ses-HBNsiteCBIC,2,Sat Mar 27 2021 22:42:00 GMT-0700 (Pacific Daylight Time)
sub-NDARYZ986HEW_ses-HBNsiteCBIC,-2,Tue Mar 30 2021 10:12:59 GMT-0700 (Pacific Daylight Time)
sub-NDARLM313FVX_ses-HBNsiteCBIC,-2,Fri Apr 02 2021 21:41:32 GMT-0700 (Pacific Daylight Time)
sub-NDARAP785CTE_ses-HBNsiteRU,-2,Fri Apr 02 2021 20:37:22 GMT-0700 (Pacific Daylight Time)
sub-NDARRB901DWV_ses-HBNsiteCBIC,2,Thu Apr 01 2021 22:42:32 GMT-0700 (Pacific Daylight Time)
sub-NDARLYO38AJZ_ses-HBNsiteCBIC,1,Thu Apr 01 2021 23:17:05 GMT-0700 (Pacific Daylight Time)
sub-NDARAX272ZJL_ses-HBNsiteRU,1,Sun Mar 28 2021 20:38:28 GMT-0700 (Pacific Daylight Time)
sub-NDARBW268XPY_ses-HBNsiteCBIC,-2,Thu Apr 01 2021 22:31:19 GMT-0700 (Pacific Daylight Time)
sub-NDARYW789GNP_ses-HBNsiteCBIC,2,Sat Mar 27 2021 15:21:06 GMT-0700 (Pacific Daylight Time)
sub-NDARXB023AMW_ses-HBNsiteRU,-1,Fri Apr 02 2021 20:41:49 GMT-0700 (Pacific Daylight Time)
sub-NDARJH707GJM_ses-HBNsiteRU,2,Sat Mar 27 2021 15:24:43 GMT-0700 (Pacific Daylight Time)
sub-NDARWZ024UYK_ses-HBNsiteRU,-1,Thu Apr 01 2021 23:08:06 GMT-0700 (Pacific Daylight Time)
sub-NDARDW178AC6_ses-HBNsiteCBIC,2,Fri Apr 02 2021 21:41:13 GMT-0700 (Pacific Daylight Time)
sub-NDAREM565ADW_ses-HBNsiteCBIC,-1,Thu Apr 01 2021 22:56:10 GMT-0700 (Pacific Daylight Time)
sub-NDARLM877UZM_ses-HBNsiteRU,-2,Thu Apr 01 2021 22:39:59 GMT-0700 (Pacific Daylight Time)
sub-NDARLL626XFF_ses-HBNsiteCBIC,2,Mon Mar 29 2021 14:54:32 GMT-0700 (Pacific Daylight Time)
sub-NDARGV781AMW_ses-HBNsiteRU,-1,Thu Apr 01 2021 22:54:00 GMT-0700 (Pacific Daylight Time)
sub-NDARVA930UA3_ses-HBNsiteRU,1,Sat Mar 27 2021 16:00:14 GMT-0700 (Pacific Daylight Time)
sub-NDARVY938WR6_ses-HBNsiteCBIC,2,Mon Mar 29 2021 14:56:24 GMT-0700 (Pacific Daylight Time)
sub-NDARXF497LYF_ses-HBNsiteCBIC,0,Sat Mar 27 2021 14:59:39 GMT-0700 (Pacific Daylight Time)
sub-NDARBE719PMB_ses-HBNsiteCBIC,1,Mon Mar 29 2021 14:58:46 GMT-0700 (Pacific Daylight Time)
sub-NDAREV848HWX_ses-HBNsiteCBIC,-1,Fri Apr 02 2021 20:51:51 GMT-0700 (Pacific Daylight Time)
sub-NDARRL426AD5_ses-HBNsiteCBIC,-2,Thu Apr 01 2021 22:35:17 GMT-0700 (Pacific Daylight Time)
sub-NDARNH200DA6_ses-HBNsiteRU,1,Sat Mar 27 2021 14:56:52 GMT-0700 (Pacific Daylight Time)
sub-NDARBV577EE0_ses-HBNsiteRU,-2,Fri Apr 02 2021 20:53:33 GMT-0700 (Pacific Daylight Time)
sub-NDARFW253GZM_ses-HBNsiteCBIC,1,Thu Apr 01 2021 22:28:58 GMT-0700 (Pacific Daylight Time)
sub-NDARCG785NND_ses-HBNsiteCBIC,2,Thu Apr 01 2021 23:05:11 GMT-0700 (Pacific Daylight Time)
sub-NDARNC287MK5_ses-HBNsiteCBIC,2,Sun Mar 28 2021 21:28:44 GMT-0700 (Pacific Daylight Time)
sub-NDARRP384BVX_ses-HBNsiteRU,1,Sat Mar 27 2021 22:36:38 GMT-0700 (Pacific Daylight Time)
sub-NDARDR591AUC_ses-HBNsiteRU,2,Sat Mar 27 2021 15:55:50 GMT-0700 (Pacific Daylight Time)
sub-NDARAJ689BVN_ses-HBNsiteRU,0,Mon Mar 29 2021 14:59:32 GMT-0700 (Pacific Daylight Time)
sub-NDARWP732GD1_ses-HBNsiteCBIC,2,Sat Mar 27 2021 15:54:16 GMT-0700 (Pacific Daylight Time)
sub-NDARHJ830RXD_ses-HBNsiteRU,2,Thu Apr 01 2021 22:34:21 GMT-0700 (Pacific Daylight Time)
sub-NDARAX277ATU_ses-HBNsiteCBIC,2,Thu Apr 01 2021 23:16:05 GMT-0700 (Pacific Daylight Time)
sub-NDARXT822TAA_ses-HBNsiteRU,-2,Thu Apr 01 2021 23:10:04 GMT-0700 (Pacific Daylight Time)
sub-NDARYN174NPH_ses-HBNsiteCBIC,-2,Thu Apr 01 2021 22:53:35 GMT-0700 (Pacific Daylight Time)
sub-NDARTE115TAE_ses-HBNsiteCBIC,-1,Thu Apr 01 2021 22:36:27 GMT-0700 (Pacific Daylight Time)
sub-NDARRY006EMB_ses-HBNsiteCBIC,0,Sat Mar 27 2021 16:05:02 GMT-0700 (Pacific Daylight Time)
sub-NDARXR637JER_ses-HBNsiteRU,2,Thu Apr 01 2021 22:32:28 GMT-0700 (Pacific Daylight Time)
sub-NDARDW416KWZ_ses-HBNsiteRU,-2,Fri Apr 02 2021 20:33:44 GMT-0700 (Pacific Daylight Time)
sub-NDARZH672BAM_ses-HBNsiteRU,2,Sat Mar 27 2021 15:23:21 GMT-0700 (Pacific Daylight Time)
sub-NDARXH529MTX_ses-HBNsiteRU,-1,Sat Mar 27 2021 19:45:57 GMT-0700 (Pacific Daylight Time)
sub-NDARXM571XCC_ses-HBNsiteCBIC,-1,Sat Mar 27 2021 20:07:49 GMT-0700 (Pacific Daylight Time)
sub-NDARRW475MPT_ses-HBNsiteCBIC,2,Fri Apr 02 2021 21:44:09 GMT-0700 (Pacific Daylight Time)
sub-NDARCK815WZR_ses-HBNsiteCBIC,1,Sat Mar 27 2021 22:26:57 GMT-0700 (Pacific Daylight Time)
sub-NDAREC648WEL_ses-HBNsiteRU,2,Thu Apr 01 2021 22:43:10 GMT-0700 (Pacific Daylight Time)
sub-NDARKK392ZX2_ses-HBNsiteRU,0,Sat Mar 27 2021 22:37:27 GMT-0700 (Pacific Daylight Time)
sub-NDARZV421TCZ_ses-HBNsiteCBIC,-2,Thu Apr 01 2021 22:35:52 GMT-0700 (Pacific Daylight Time)
sub-NDARXY240WJC_ses-HBNsiteRU,2,Fri Apr 02 2021 21:43:14 GMT-0700 (Pacific Daylight Time)
sub-NDARHZ814MHQ_ses-HBNsiteRU,-1,Sat Mar 27 2021 22:34:39 GMT-0700 (Pacific Daylight Time)
sub-NDARTH433TE0_ses-HBNsiteRU,-1,Tue Mar 30 2021 10:12:02 GMT-0700 (Pacific Daylight Time)
sub-NDARTK524HRR_ses-HBNsiteCBIC,-2,Thu Apr 01 2021 23:14:35 GMT-0700 (Pacific Daylight Time)
sub-NDARYF368WEA_ses-HBNsiteRU,2,Thu Apr 01 2021 23:03:11 GMT-0700 (Pacific Daylight Time)
sub-NDARWG200CUE_ses-HBNsiteRU,1,Sat Mar 27 2021 14:44:40 GMT-0700 (Pacific Daylight Time)
sub-NDARTB300BN3_ses-HBNsiteRU,-2,Sun Mar 28 2021 15:36:06 GMT-0700 (Pacific Daylight Time)
sub-NDARPF395NV5_ses-HBNsiteRU,-1,Sat Mar 27 2021 19:47:28 GMT-0700 (Pacific Daylight Time)
sub-NDARBW026UGE_ses-HBNsiteRU,2,Sun Mar 28 2021 15:32:40 GMT-0700 (Pacific Daylight Time)
sub-NDARGX760NYV_ses-HBNsiteRU,-2,Thu Apr 01 2021 22:25:34 GMT-0700 (Pacific Daylight Time)
sub-NDARWN885MGD_ses-HBNsiteRU,2,Thu Apr 01 2021 22:56:36 GMT-0700 (Pacific Daylight Time)
sub-NDARFD552FRH_ses-HBNsiteRU,1,Sat Mar 27 2021 19:49:24 GMT-0700 (Pacific Daylight Time)
sub-NDARJD235KZA_ses-HBNsiteRU,2,Thu Apr 01 2021 23:02:44 GMT-0700 (Pacific Daylight Time)
sub-NDARRM725BRV_ses-HBNsiteCUNY,2,Thu Apr 01 2021 23:06:50 GMT-0700 (Pacific Daylight Time)
sub-NDARFX455JFY_ses-HBNsiteRU,2,Sat Mar 27 2021 15:14:13 GMT-0700 (Pacific Daylight Time)
sub-NDARUM791WPF_ses-HBNsiteRU,1,Sat Mar 27 2021 16:03:51 GMT-0700 (Pacific Daylight Time)
sub-NDARMB290GPL_ses-HBNsiteRU,0,Thu Apr 01 2021 23:10:46 GMT-0700 (Pacific Daylight Time)
sub-NDARJA262HTY_ses-HBNsiteCBIC,2,Fri Apr 02 2021 20:40:00 GMT-0700 (Pacific Daylight Time)
sub-NDARBN620TT7_ses-HBNsiteCBIC,2,Fri Apr 02 2021 21:42:09 GMT-0700 (Pacific Daylight Time)
sub-NDARGX161LRM_ses-HBNsiteCBIC,-2,Fri Apr 02 2021 20:36:04 GMT-0700 (Pacific Daylight Time)
sub-NDARBU183TDJ_ses-HBNsiteCBIC,-2,Thu Apr 01 2021 22:59:08 GMT-0700 (Pacific Daylight Time)
sub-NDAREG590BNY_ses-HBNsiteRU,-2,Fri Apr 02 2021 21:45:06 GMT-0700 (Pacific Daylight Time)
sub-NDARFM749LF3_ses-HBNsiteCBIC,1,Sat Mar 27 2021 22:45:01 GMT-0700 (Pacific Daylight Time)
sub-NDARTM501BT2_ses-HBNsiteCBIC,-2,Sat Mar 27 2021 14:48:58 GMT-0700 (Pacific Daylight Time)
sub-NDARTE159EC4_ses-HBNsiteCBIC,-2,Sat Mar 27 2021 19:58:10 GMT-0700 (Pacific Daylight Time)
sub-NDARTZ018PD5_ses-HBNsiteRU,-1,Thu Apr 01 2021 22:24:53 GMT-0700 (Pacific Daylight Time)
sub-NDARNP423EJQ_ses-HBNsiteRU,-2,Sat Mar 27 2021 19:46:13 GMT-0700 (Pacific Daylight Time)
sub-NDARRP801AX1_ses-HBNsiteRU,1,Sat Mar 27 2021 19:45:17 GMT-0700 (Pacific Daylight Time)
sub-NDARPJ691NEU_ses-HBNsiteRU,2,Thu Apr 01 2021 23:18:44 GMT-0700 (Pacific Daylight Time)
sub-NDARGC170UK2_ses-HBNsiteRU,-1,Sat Mar 27 2021 22:36:00 GMT-0700 (Pacific Daylight Time)
sub-NDARTC652JK4_ses-HBNsiteRU,2,Thu Apr 01 2021 23:08:50 GMT-0700 (Pacific Daylight Time)
sub-NDARUC715YN4_ses-HBNsiteRU,-1,Sat Mar 27 2021 22:47:03 GMT-0700 (Pacific Daylight Time)
sub-NDARAU530GLJ_ses-HBNsiteCBIC,2,Sat Mar 27 2021 15:23:59 GMT-0700 (Pacific Daylight Time)
