subject,rating,whenRated
sub-NDARUP249AMD_ses-HBNsiteRU,2,Mon Apr 12 2021 10:11:11 GMT-0700 (Pacific Daylight Time)
sub-NDARVB151GXF_ses-HBNsiteCBIC,1,Sat Apr 10 2021 15:51:38 GMT-0700 (Pacific Daylight Time)
sub-NDARRP609JH2_ses-HBNsiteCBIC,1,Mon Apr 12 2021 16:30:55 GMT-0700 (Pacific Daylight Time)
sub-NDARGP984YLN_ses-HBNsiteCBIC,-2,Sat Apr 10 2021 14:00:56 GMT-0700 (Pacific Daylight Time)
sub-NDARWV449GEM_ses-HBNsiteRU,-2,Mon Apr 12 2021 17:10:44 GMT-0700 (Pacific Daylight Time)
sub-NDARNF873FCV_ses-HBNsiteCBIC,2,Mon Apr 12 2021 17:18:45 GMT-0700 (Pacific Daylight Time)
sub-NDARDR950CGG_ses-HBNsiteRU,1,Sat Apr 10 2021 05:51:10 GMT-0700 (Pacific Daylight Time)
sub-NDARZV749GAP_ses-HBNsiteCBIC,1,Tue Apr 13 2021 04:10:21 GMT-0700 (Pacific Daylight Time)
sub-NDARLE417RA4_ses-HBNsiteRU,-2,Sat Apr 10 2021 15:52:49 GMT-0700 (Pacific Daylight Time)
sub-NDARPF042DD2_ses-HBNsiteRU,-2,Mon Apr 12 2021 14:34:24 GMT-0700 (Pacific Daylight Time)
sub-NDARDA472JE3_ses-HBNsiteRU,2,Mon Apr 12 2021 09:06:47 GMT-0700 (Pacific Daylight Time)
sub-NDARKV461KGZ_ses-HBNsiteRU,2,Mon Apr 12 2021 10:34:55 GMT-0700 (Pacific Daylight Time)
sub-NDARHB689WH7_ses-HBNsiteRU,0,Mon Apr 12 2021 11:37:27 GMT-0700 (Pacific Daylight Time)
sub-NDAREF624KJN_ses-HBNsiteRU,2,Sat Apr 10 2021 16:34:34 GMT-0700 (Pacific Daylight Time)
sub-NDARVD495YP9_ses-HBNsiteCUNY,2,Mon Apr 12 2021 09:18:58 GMT-0700 (Pacific Daylight Time)
sub-NDARFB384XJ9_ses-HBNsiteCUNY,2,Mon Apr 12 2021 21:25:24 GMT-0700 (Pacific Daylight Time)
sub-NDARTT272WT5_ses-HBNsiteRU,0,Sat Apr 10 2021 16:17:59 GMT-0700 (Pacific Daylight Time)
sub-NDARFG943GVZ_ses-HBNsiteCBIC,1,Mon Apr 12 2021 09:22:39 GMT-0700 (Pacific Daylight Time)
sub-NDARVD194JX2_ses-HBNsiteRU,1,Tue Apr 13 2021 04:51:14 GMT-0700 (Pacific Daylight Time)
sub-NDARXZ850KHQ_ses-HBNsiteCUNY,-2,Mon Apr 12 2021 16:55:34 GMT-0700 (Pacific Daylight Time)
sub-NDARNW945XLL_ses-HBNsiteRU,1,Sat Apr 10 2021 16:08:15 GMT-0700 (Pacific Daylight Time)
sub-NDARDZ425JVB_ses-HBNsiteCBIC,1,Tue Apr 13 2021 04:25:21 GMT-0700 (Pacific Daylight Time)
sub-NDARPK237YHD_ses-HBNsiteRU,-1,Mon Apr 12 2021 21:28:10 GMT-0700 (Pacific Daylight Time)
sub-NDARDL291DN4_ses-HBNsiteRU,1,Mon Apr 12 2021 14:43:55 GMT-0700 (Pacific Daylight Time)
sub-NDARJL656RDA_ses-HBNsiteCBIC,-1,Mon Apr 12 2021 21:12:08 GMT-0700 (Pacific Daylight Time)
sub-NDARJC399UW7_ses-HBNsiteCBIC,1,Sat Apr 10 2021 14:14:30 GMT-0700 (Pacific Daylight Time)
sub-NDARHA387FPM_ses-HBNsiteRU,2,Sat Apr 10 2021 16:54:28 GMT-0700 (Pacific Daylight Time)
sub-NDARYW946VTC_ses-HBNsiteCBIC,1,Mon Apr 12 2021 11:35:04 GMT-0700 (Pacific Daylight Time)
sub-NDARDU853XZ6_ses-HBNsiteRU,1,Sat Apr 10 2021 05:13:47 GMT-0700 (Pacific Daylight Time)
sub-NDARTD624AF9_ses-HBNsiteRU,1,Tue Apr 13 2021 04:13:49 GMT-0700 (Pacific Daylight Time)
sub-NDARMK100DJR_ses-HBNsiteCBIC,-1,Tue Apr 13 2021 04:18:14 GMT-0700 (Pacific Daylight Time)
sub-NDARDY741VEB_ses-HBNsiteCBIC,1,Mon Apr 12 2021 17:16:50 GMT-0700 (Pacific Daylight Time)
sub-NDARKL327YDQ_ses-HBNsiteCBIC,1,Mon Apr 12 2021 09:41:28 GMT-0700 (Pacific Daylight Time)
sub-NDARBU928LV0_ses-HBNsiteRU,1,Mon Apr 12 2021 20:54:39 GMT-0700 (Pacific Daylight Time)
sub-NDARZC058BA5_ses-HBNsiteCBIC,-2,Sat Apr 10 2021 05:32:53 GMT-0700 (Pacific Daylight Time)
sub-NDARTC527WPZ_ses-HBNsiteRU,-2,Mon Apr 12 2021 21:26:20 GMT-0700 (Pacific Daylight Time)
sub-NDARFM211KDJ_ses-HBNsiteCBIC,2,Mon Apr 12 2021 20:41:35 GMT-0700 (Pacific Daylight Time)
sub-NDARPH834YB1_ses-HBNsiteRU,2,Tue Apr 13 2021 04:39:41 GMT-0700 (Pacific Daylight Time)
sub-NDARTB755MF5_ses-HBNsiteRU,2,Mon Apr 12 2021 08:59:54 GMT-0700 (Pacific Daylight Time)
sub-NDAREZ416XDW_ses-HBNsiteCBIC,1,Mon Apr 12 2021 16:58:03 GMT-0700 (Pacific Daylight Time)
sub-NDARNJ950EFG_ses-HBNsiteCBIC,1,Mon Apr 12 2021 20:46:06 GMT-0700 (Pacific Daylight Time)
sub-NDARYG391PMU_ses-HBNsiteRU,-1,Sat Apr 10 2021 16:45:10 GMT-0700 (Pacific Daylight Time)
sub-NDARHT403JJJ_ses-HBNsiteCBIC,-2,Tue Apr 13 2021 04:19:37 GMT-0700 (Pacific Daylight Time)
sub-NDARUJ292JXV_ses-HBNsiteCBIC,1,Mon Apr 12 2021 10:55:03 GMT-0700 (Pacific Daylight Time)
sub-NDAREE015WGU_ses-HBNsiteCBIC,2,Mon Apr 12 2021 16:45:57 GMT-0700 (Pacific Daylight Time)
sub-NDARUR126CFH_ses-HBNsiteCBIC,1,Mon Apr 12 2021 16:32:38 GMT-0700 (Pacific Daylight Time)
sub-NDARGM269AVQ_ses-HBNsiteRU,2,Sat Apr 10 2021 05:22:32 GMT-0700 (Pacific Daylight Time)
sub-NDARKV807EMJ_ses-HBNsiteCBIC,2,Sat Apr 10 2021 15:46:29 GMT-0700 (Pacific Daylight Time)
sub-NDARHW968ABB_ses-HBNsiteCBIC,1,Mon Apr 12 2021 20:43:24 GMT-0700 (Pacific Daylight Time)
sub-NDARCD182XT1_ses-HBNsiteCUNY,1,Sat Apr 10 2021 05:17:54 GMT-0700 (Pacific Daylight Time)
sub-NDARLL790WLF_ses-HBNsiteRU,-1,Tue Apr 13 2021 05:07:18 GMT-0700 (Pacific Daylight Time)
sub-NDAREC277JCP_ses-HBNsiteRU,1,Tue Apr 13 2021 04:06:31 GMT-0700 (Pacific Daylight Time)
sub-NDARZR968TLL_ses-HBNsiteCUNY,-1,Mon Apr 12 2021 09:29:23 GMT-0700 (Pacific Daylight Time)
sub-NDARPL440BX5_ses-HBNsiteCUNY,1,Mon Apr 12 2021 20:48:34 GMT-0700 (Pacific Daylight Time)
sub-NDARDT499DWP_ses-HBNsiteRU,2,Sat Apr 10 2021 15:04:38 GMT-0700 (Pacific Daylight Time)
sub-NDARYZ909VND_ses-HBNsiteRU,-1,Sat Apr 10 2021 13:28:59 GMT-0700 (Pacific Daylight Time)
sub-NDARFU444HEF_ses-HBNsiteRU,1,Sat Apr 10 2021 19:51:53 GMT-0700 (Pacific Daylight Time)
sub-NDARLP246NT6_ses-HBNsiteRU,1,Sat Apr 10 2021 13:48:41 GMT-0700 (Pacific Daylight Time)
sub-NDARGR893PUA_ses-HBNsiteCBIC,2,Tue Apr 13 2021 04:47:58 GMT-0700 (Pacific Daylight Time)
sub-NDARKM784VA7_ses-HBNsiteRU,-1,Sat Apr 10 2021 16:40:09 GMT-0700 (Pacific Daylight Time)
sub-NDARUB231LHN_ses-HBNsiteRU,0,Mon Apr 12 2021 10:20:30 GMT-0700 (Pacific Daylight Time)
sub-NDARFR873KZX_ses-HBNsiteRU,-2,Mon Apr 12 2021 09:27:09 GMT-0700 (Pacific Daylight Time)
sub-NDARJN531EN3_ses-HBNsiteRU,-1,Mon Apr 12 2021 09:10:48 GMT-0700 (Pacific Daylight Time)
sub-NDARFC694PW2_ses-HBNsiteCUNY,1,Mon Apr 12 2021 21:14:11 GMT-0700 (Pacific Daylight Time)
sub-NDARMV274TAY_ses-HBNsiteRU,2,Mon Apr 12 2021 10:38:12 GMT-0700 (Pacific Daylight Time)
sub-NDARNF341BNN_ses-HBNsiteRU,1,Mon Apr 12 2021 17:08:41 GMT-0700 (Pacific Daylight Time)
sub-NDARAH304ED7_ses-HBNsiteRU,2,Mon Apr 12 2021 10:36:42 GMT-0700 (Pacific Daylight Time)
sub-NDARFJ000DCY_ses-HBNsiteCBIC,1,Mon Apr 12 2021 10:39:44 GMT-0700 (Pacific Daylight Time)
sub-NDARDE319VD1_ses-HBNsiteCBIC,1,Tue Apr 13 2021 04:23:28 GMT-0700 (Pacific Daylight Time)
sub-NDARTJ862ENU_ses-HBNsiteCBIC,2,Mon Apr 12 2021 11:39:16 GMT-0700 (Pacific Daylight Time)
sub-NDARCU865PBV_ses-HBNsiteRU,2,Sat Apr 10 2021 05:16:11 GMT-0700 (Pacific Daylight Time)
sub-NDARUT018UYN_ses-HBNsiteRU,2,Mon Apr 12 2021 09:05:31 GMT-0700 (Pacific Daylight Time)
sub-NDARBG574KF4_ses-HBNsiteRU,0,Sat Apr 10 2021 16:46:55 GMT-0700 (Pacific Daylight Time)
sub-NDAREK801BPB_ses-HBNsiteRU,1,Tue Apr 13 2021 04:03:32 GMT-0700 (Pacific Daylight Time)
sub-NDAREM757NBG_ses-HBNsiteCBIC,2,Tue Apr 13 2021 04:31:27 GMT-0700 (Pacific Daylight Time)
sub-NDARFX508WPN_ses-HBNsiteRU,2,Tue Apr 13 2021 04:54:02 GMT-0700 (Pacific Daylight Time)
sub-NDARUL636NGK_ses-HBNsiteRU,-1,Mon Apr 12 2021 10:52:08 GMT-0700 (Pacific Daylight Time)
sub-NDARRL685WB7_ses-HBNsiteRU,-2,Sat Apr 10 2021 17:04:45 GMT-0700 (Pacific Daylight Time)
sub-NDARHD017XEU_ses-HBNsiteCBIC,1,Sat Apr 10 2021 17:51:15 GMT-0700 (Pacific Daylight Time)
sub-NDARCW946WNE_ses-HBNsiteRU,2,Mon Apr 12 2021 14:30:40 GMT-0700 (Pacific Daylight Time)
sub-NDARFR445XKP_ses-HBNsiteCBIC,1,Mon Apr 12 2021 20:51:29 GMT-0700 (Pacific Daylight Time)
sub-NDARNV570NHA_ses-HBNsiteRU,-2,Sat Apr 10 2021 13:53:18 GMT-0700 (Pacific Daylight Time)
sub-NDARFM229HHA_ses-HBNsiteCBIC,-2,Mon Apr 12 2021 16:28:49 GMT-0700 (Pacific Daylight Time)
sub-NDARTL084LYM_ses-HBNsiteRU,-2,Mon Apr 12 2021 16:37:40 GMT-0700 (Pacific Daylight Time)
sub-NDARPL479LHN_ses-HBNsiteRU,0,Mon Apr 12 2021 09:25:37 GMT-0700 (Pacific Daylight Time)
sub-NDARKR391CMV_ses-HBNsiteRU,0,Sat Apr 10 2021 13:29:48 GMT-0700 (Pacific Daylight Time)
sub-NDARRX800KW8_ses-HBNsiteCBIC,-2,Sat Apr 10 2021 05:31:56 GMT-0700 (Pacific Daylight Time)
sub-NDARUT470BM4_ses-HBNsiteRU,2,Mon Apr 12 2021 17:05:12 GMT-0700 (Pacific Daylight Time)
sub-NDARZE963MEU_ses-HBNsiteCBIC,1,Sat Apr 10 2021 13:35:37 GMT-0700 (Pacific Daylight Time)
sub-NDARPH474YF3_ses-HBNsiteCBIC,-2,Sat Apr 10 2021 05:59:40 GMT-0700 (Pacific Daylight Time)
sub-NDARAC857HDB_ses-HBNsiteCBIC,-2,Mon Apr 12 2021 11:29:48 GMT-0700 (Pacific Daylight Time)
sub-NDARAV187GJ5_ses-HBNsiteCBIC,1,Mon Apr 12 2021 16:27:30 GMT-0700 (Pacific Daylight Time)
sub-NDARRZ927VC3_ses-HBNsiteRU,2,Mon Apr 12 2021 16:51:36 GMT-0700 (Pacific Daylight Time)
sub-NDARDE877RFH_ses-HBNsiteCBIC,1,Tue Apr 13 2021 04:43:00 GMT-0700 (Pacific Daylight Time)
sub-NDARCJ330NBP_ses-HBNsiteRU,1,Tue Apr 13 2021 04:37:52 GMT-0700 (Pacific Daylight Time)
sub-NDARFU916UZY_ses-HBNsiteCBIC,1,Sat Apr 10 2021 16:11:19 GMT-0700 (Pacific Daylight Time)
sub-NDARND697FLK_ses-HBNsiteRU,1,Sat Apr 10 2021 14:04:27 GMT-0700 (Pacific Daylight Time)
sub-NDARNX477HZ4_ses-HBNsiteCBIC,1,Sat Apr 10 2021 16:00:32 GMT-0700 (Pacific Daylight Time)
sub-NDARYZ986HEW_ses-HBNsiteCBIC,1,Tue Apr 13 2021 04:28:50 GMT-0700 (Pacific Daylight Time)
sub-NDARLM313FVX_ses-HBNsiteCBIC,-2,Mon Apr 12 2021 09:35:46 GMT-0700 (Pacific Daylight Time)
sub-NDARAP785CTE_ses-HBNsiteRU,-2,Mon Apr 12 2021 20:49:17 GMT-0700 (Pacific Daylight Time)
sub-NDARRB901DWV_ses-HBNsiteCBIC,1,Sat Apr 10 2021 13:27:43 GMT-0700 (Pacific Daylight Time)
sub-NDARLYO38AJZ_ses-HBNsiteCBIC,-1,Mon Apr 12 2021 16:40:52 GMT-0700 (Pacific Daylight Time)
sub-NDARAX272ZJL_ses-HBNsiteRU,2,Sat Apr 10 2021 17:02:02 GMT-0700 (Pacific Daylight Time)
sub-NDARBW268XPY_ses-HBNsiteCBIC,-1,Sat Apr 10 2021 17:46:23 GMT-0700 (Pacific Daylight Time)
sub-NDARYW789GNP_ses-HBNsiteCBIC,2,Sat Apr 10 2021 16:22:41 GMT-0700 (Pacific Daylight Time)
sub-NDARXB023AMW_ses-HBNsiteRU,1,Mon Apr 12 2021 09:45:40 GMT-0700 (Pacific Daylight Time)
sub-NDARJH707GJM_ses-HBNsiteRU,1,Mon Apr 12 2021 09:43:17 GMT-0700 (Pacific Daylight Time)
sub-NDARWZ024UYK_ses-HBNsiteRU,-2,Tue Apr 13 2021 04:41:04 GMT-0700 (Pacific Daylight Time)
sub-NDARDW178AC6_ses-HBNsiteCBIC,2,Tue Apr 13 2021 04:08:26 GMT-0700 (Pacific Daylight Time)
sub-NDAREM565ADW_ses-HBNsiteCBIC,-1,Sat Apr 10 2021 05:48:56 GMT-0700 (Pacific Daylight Time)
sub-NDARLM877UZM_ses-HBNsiteRU,-1,Sat Apr 10 2021 13:51:19 GMT-0700 (Pacific Daylight Time)
sub-NDARLL626XFF_ses-HBNsiteCBIC,2,Tue Apr 13 2021 04:46:13 GMT-0700 (Pacific Daylight Time)
sub-NDARGV781AMW_ses-HBNsiteRU,1,Sat Apr 10 2021 13:31:38 GMT-0700 (Pacific Daylight Time)
sub-NDARVA930UA3_ses-HBNsiteRU,2,Tue Apr 13 2021 04:44:32 GMT-0700 (Pacific Daylight Time)
sub-NDARVY938WR6_ses-HBNsiteCBIC,2,Tue Apr 13 2021 04:55:38 GMT-0700 (Pacific Daylight Time)
sub-NDARXF497LYF_ses-HBNsiteCBIC,-1,Sat Apr 10 2021 16:21:22 GMT-0700 (Pacific Daylight Time)
sub-NDARBE719PMB_ses-HBNsiteCBIC,1,Mon Apr 12 2021 17:25:33 GMT-0700 (Pacific Daylight Time)
sub-NDAREV848HWX_ses-HBNsiteCBIC,2,Sat Apr 10 2021 16:28:26 GMT-0700 (Pacific Daylight Time)
sub-NDARRL426AD5_ses-HBNsiteCBIC,-2,Mon Apr 12 2021 09:37:38 GMT-0700 (Pacific Daylight Time)
sub-NDARNH200DA6_ses-HBNsiteRU,1,Sat Apr 10 2021 15:58:50 GMT-0700 (Pacific Daylight Time)
sub-NDARBV577EE0_ses-HBNsiteRU,-1,Mon Apr 12 2021 10:09:26 GMT-0700 (Pacific Daylight Time)
sub-NDARFW253GZM_ses-HBNsiteCBIC,1,Mon Apr 12 2021 16:25:39 GMT-0700 (Pacific Daylight Time)
sub-NDARCG785NND_ses-HBNsiteCBIC,1,Sat Apr 10 2021 17:48:59 GMT-0700 (Pacific Daylight Time)
sub-NDARNC287MK5_ses-HBNsiteCBIC,2,Sat Apr 10 2021 15:44:23 GMT-0700 (Pacific Daylight Time)
sub-NDARRP384BVX_ses-HBNsiteRU,1,Mon Apr 12 2021 09:32:41 GMT-0700 (Pacific Daylight Time)
sub-NDARDR591AUC_ses-HBNsiteRU,2,Mon Apr 12 2021 21:06:50 GMT-0700 (Pacific Daylight Time)
sub-NDARAJ689BVN_ses-HBNsiteRU,1,Sat Apr 10 2021 05:37:11 GMT-0700 (Pacific Daylight Time)
sub-NDARWP732GD1_ses-HBNsiteCBIC,2,Tue Apr 13 2021 04:12:03 GMT-0700 (Pacific Daylight Time)
sub-NDARHJ830RXD_ses-HBNsiteRU,2,Sat Apr 10 2021 16:56:12 GMT-0700 (Pacific Daylight Time)
sub-NDARAX277ATU_ses-HBNsiteCBIC,1,Mon Apr 12 2021 17:00:26 GMT-0700 (Pacific Daylight Time)
sub-NDARXT822TAA_ses-HBNsiteRU,-2,Sat Apr 10 2021 13:26:23 GMT-0700 (Pacific Daylight Time)
sub-NDARYN174NPH_ses-HBNsiteCBIC,-1,Sat Apr 10 2021 05:11:34 GMT-0700 (Pacific Daylight Time)
sub-NDARTE115TAE_ses-HBNsiteCBIC,0,Mon Apr 12 2021 11:25:34 GMT-0700 (Pacific Daylight Time)
sub-NDARRY006EMB_ses-HBNsiteCBIC,1,Mon Apr 12 2021 14:19:32 GMT-0700 (Pacific Daylight Time)
sub-NDARXR637JER_ses-HBNsiteRU,2,Sat Apr 10 2021 16:59:17 GMT-0700 (Pacific Daylight Time)
sub-NDARDW416KWZ_ses-HBNsiteRU,-1,Mon Apr 12 2021 14:21:27 GMT-0700 (Pacific Daylight Time)
sub-NDARZH672BAM_ses-HBNsiteRU,2,Tue Apr 13 2021 04:35:53 GMT-0700 (Pacific Daylight Time)
sub-NDARXH529MTX_ses-HBNsiteRU,1,Mon Apr 12 2021 21:09:13 GMT-0700 (Pacific Daylight Time)
sub-NDARXM571XCC_ses-HBNsiteCBIC,1,Tue Apr 13 2021 04:27:20 GMT-0700 (Pacific Daylight Time)
sub-NDARRW475MPT_ses-HBNsiteCBIC,2,Mon Apr 12 2021 10:56:20 GMT-0700 (Pacific Daylight Time)
sub-NDARCK815WZR_ses-HBNsiteCBIC,1,Mon Apr 12 2021 11:23:42 GMT-0700 (Pacific Daylight Time)
sub-NDAREC648WEL_ses-HBNsiteRU,2,Tue Apr 13 2021 05:04:08 GMT-0700 (Pacific Daylight Time)
sub-NDARKK392ZX2_ses-HBNsiteRU,1,Tue Apr 13 2021 04:57:08 GMT-0700 (Pacific Daylight Time)
sub-NDARZV421TCZ_ses-HBNsiteCBIC,0,Sat Apr 10 2021 16:52:13 GMT-0700 (Pacific Daylight Time)
sub-NDARXY240WJC_ses-HBNsiteRU,1,Sat Apr 10 2021 05:47:01 GMT-0700 (Pacific Daylight Time)
sub-NDARHZ814MHQ_ses-HBNsiteRU,2,Mon Apr 12 2021 16:43:08 GMT-0700 (Pacific Daylight Time)
sub-NDARTH433TE0_ses-HBNsiteRU,1,Tue Apr 13 2021 04:32:56 GMT-0700 (Pacific Daylight Time)
sub-NDARTK524HRR_ses-HBNsiteCBIC,-2,Sat Apr 10 2021 15:54:57 GMT-0700 (Pacific Daylight Time)
sub-NDARYF368WEA_ses-HBNsiteRU,2,Tue Apr 13 2021 04:34:26 GMT-0700 (Pacific Daylight Time)
sub-NDARWG200CUE_ses-HBNsiteRU,1,Sat Apr 10 2021 05:42:35 GMT-0700 (Pacific Daylight Time)
sub-NDARTB300BN3_ses-HBNsiteRU,-2,Sat Apr 10 2021 14:02:11 GMT-0700 (Pacific Daylight Time)
sub-NDARPF395NV5_ses-HBNsiteRU,0,Mon Apr 12 2021 14:23:47 GMT-0700 (Pacific Daylight Time)
sub-NDARBW026UGE_ses-HBNsiteRU,2,Tue Apr 13 2021 04:21:18 GMT-0700 (Pacific Daylight Time)
sub-NDARGX760NYV_ses-HBNsiteRU,2,Tue Apr 13 2021 04:58:28 GMT-0700 (Pacific Daylight Time)
sub-NDARWN885MGD_ses-HBNsiteRU,1,Sat Apr 10 2021 17:04:03 GMT-0700 (Pacific Daylight Time)
sub-NDARFD552FRH_ses-HBNsiteRU,2,Sat Apr 10 2021 05:44:34 GMT-0700 (Pacific Daylight Time)
sub-NDARJD235KZA_ses-HBNsiteRU,2,Sat Apr 10 2021 14:42:13 GMT-0700 (Pacific Daylight Time)
sub-NDARRM725BRV_ses-HBNsiteCUNY,2,Mon Apr 12 2021 16:49:27 GMT-0700 (Pacific Daylight Time)
sub-NDARFX455JFY_ses-HBNsiteRU,0,Mon Apr 12 2021 21:03:52 GMT-0700 (Pacific Daylight Time)
sub-NDARUM791WPF_ses-HBNsiteRU,1,Mon Apr 12 2021 09:39:29 GMT-0700 (Pacific Daylight Time)
sub-NDARMB290GPL_ses-HBNsiteRU,2,Sat Apr 10 2021 16:38:38 GMT-0700 (Pacific Daylight Time)
sub-NDARJA262HTY_ses-HBNsiteCBIC,-1,Tue Apr 13 2021 05:01:42 GMT-0700 (Pacific Daylight Time)
sub-NDARBN620TT7_ses-HBNsiteCBIC,2,Mon Apr 12 2021 20:57:20 GMT-0700 (Pacific Daylight Time)
sub-NDARGX161LRM_ses-HBNsiteCBIC,-1,Mon Apr 12 2021 14:45:37 GMT-0700 (Pacific Daylight Time)
sub-NDARBU183TDJ_ses-HBNsiteCBIC,-1,Sat Apr 10 2021 17:44:05 GMT-0700 (Pacific Daylight Time)
sub-NDAREG590BNY_ses-HBNsiteRU,0,Sat Apr 10 2021 16:15:31 GMT-0700 (Pacific Daylight Time)
sub-NDARFM749LF3_ses-HBNsiteCBIC,1,Tue Apr 13 2021 05:08:35 GMT-0700 (Pacific Daylight Time)
sub-NDARTM501BT2_ses-HBNsiteCBIC,-2,Mon Apr 12 2021 09:34:11 GMT-0700 (Pacific Daylight Time)
sub-NDARTE159EC4_ses-HBNsiteCBIC,1,Mon Apr 12 2021 09:20:54 GMT-0700 (Pacific Daylight Time)
sub-NDARTZ018PD5_ses-HBNsiteRU,2,Mon Apr 12 2021 11:20:39 GMT-0700 (Pacific Daylight Time)
sub-NDARNP423EJQ_ses-HBNsiteRU,-1,Mon Apr 12 2021 11:02:09 GMT-0700 (Pacific Daylight Time)
sub-NDARRP801AX1_ses-HBNsiteRU,1,Sat Apr 10 2021 21:18:56 GMT-0700 (Pacific Daylight Time)
sub-NDARPJ691NEU_ses-HBNsiteRU,2,Tue Apr 13 2021 05:00:03 GMT-0700 (Pacific Daylight Time)
sub-NDARGC170UK2_ses-HBNsiteRU,1,Mon Apr 12 2021 09:02:57 GMT-0700 (Pacific Daylight Time)
sub-NDARTC652JK4_ses-HBNsiteRU,1,Mon Apr 12 2021 11:04:10 GMT-0700 (Pacific Daylight Time)
sub-NDARUC715YN4_ses-HBNsiteRU,1,Mon Apr 12 2021 09:14:59 GMT-0700 (Pacific Daylight Time)
sub-NDARAU530GLJ_ses-HBNsiteCBIC,1,Sat Apr 10 2021 05:35:59 GMT-0700 (Pacific Daylight Time)
